params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.25, 'classifier__kernel': 'poly'}",0.817257,0.043385,0.816396,0.06231,0.81872,0.041168,0.63254,0.085181,0.816896,0.040881,0.817558,0.041112,0.635116,0.082223
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}",0.830735,0.040583,0.803571,0.048843,0.867805,0.055758,0.665411,0.081367,0.834445,0.040692,0.835688,0.040973,0.671376,0.081947
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.075, 'classifier__kernel': 'poly'}",0.821381,0.039984,0.787305,0.04511,0.867744,0.054891,0.648577,0.080567,0.826038,0.040403,0.827525,0.040714,0.655049,0.081428
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.05, 'classifier__kernel': 'poly'}",0.81512,0.043751,0.78013,0.049726,0.862744,0.053995,0.636441,0.087165,0.819941,0.043701,0.821437,0.043898,0.642874,0.087795
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.025, 'classifier__kernel': 'poly'}",0.733151,0.035246,0.60026,0.068959,0.914329,0.043959,0.525793,0.058669,0.738985,0.035956,0.757295,0.030826,0.514589,0.061651
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.0075, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.005, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.0025, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 0.001, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 3, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.5, 'classifier__kernel': 'poly'}",0.766377,0.033779,0.783994,0.04367,0.742683,0.045106,0.52532,0.067033,0.762492,0.033834,0.763338,0.033551,0.526676,0.067102
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.25, 'classifier__kernel': 'poly'}",0.785041,0.032944,0.809123,0.051857,0.752378,0.037354,0.562332,0.064434,0.779541,0.030888,0.780751,0.030933,0.561501,0.061866
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}",0.831776,0.046251,0.814448,0.060211,0.855549,0.053948,0.665335,0.091444,0.834028,0.045175,0.834998,0.045341,0.669997,0.090681
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.075, 'classifier__kernel': 'poly'}",0.82762,0.044679,0.801818,0.052168,0.862866,0.05697,0.658757,0.089253,0.831212,0.044601,0.832342,0.044861,0.664684,0.089723
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.05, 'classifier__kernel': 'poly'}",0.814089,0.044123,0.780097,0.051759,0.860305,0.054893,0.634232,0.087791,0.818683,0.043955,0.820201,0.04415,0.640402,0.088299
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.025, 'classifier__kernel': 'poly'}",0.566989,0.030331,0.257695,0.056751,0.987805,0.022487,0.337547,0.045177,0.501241,0.052585,0.62275,0.025678,0.2455,0.051356
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.0075, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.005, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.0025, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 0.001, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 4, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.5, 'classifier__kernel': 'poly'}",0.766355,0.035801,0.782143,0.042668,0.745061,0.046687,0.52539,0.071268,0.762882,0.036329,0.763602,0.035807,0.527204,0.071615
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.25, 'classifier__kernel': 'poly'}",0.766355,0.035801,0.782143,0.042668,0.745061,0.046687,0.52539,0.071268,0.762882,0.036329,0.763602,0.035807,0.527204,0.071615
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}",0.828651,0.044739,0.825325,0.063246,0.833537,0.050949,0.656306,0.088195,0.828568,0.043009,0.829431,0.043211,0.658861,0.086421
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.075, 'classifier__kernel': 'poly'}",0.82762,0.042437,0.807208,0.051006,0.855549,0.053948,0.657283,0.085101,0.830472,0.042147,0.831378,0.042492,0.662757,0.084983
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.05, 'classifier__kernel': 'poly'}",0.81512,0.043751,0.780065,0.051993,0.862744,0.053995,0.636596,0.086851,0.819823,0.043607,0.821404,0.043727,0.642809,0.087454
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.025, 'classifier__kernel': 'poly'}",0.427824,0.008545,0.007208,0.011904,1.0,0.0,0.030132,0.046934,0.045866,0.071443,0.503604,0.005952,0.007208,0.011904
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.0075, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.005, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.0025, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 0.001, 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 5, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}",0.423679,0.003991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"{'classifier__C': 0.25, 'classifier__degree': 6, 'classifier__gamma': 0.5, 'classifier__kernel': 'poly'}",0.7705,0.038805,0.787532,0.040714,0.7475,0.052678,0.533302,0.078615,0.766809,0.040059,0.767516,0.039597,0.535032,0.079193
"{'classifier__C': 0.25, 'classifier__degree': 6, 'classifier__gamma': 0.25, 'classifier__kernel': 'poly'}",0.7705,0.038805,0.787532,0.040714,0.7475,0.052678,0.533302,0.078615,0.766809,0.040059,0.767516,0.039597,0.535032,0.079193
