params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 90}",0.816965,0.057084,0.839482,0.061169,0.777538,0.070165,0.61272,0.117321,0.807301,0.058079,0.80851,0.057924,0.61702,0.115848
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.812553,0.053841,0.834884,0.05921,0.773385,0.072265,0.603891,0.111183,0.80272,0.055131,0.804134,0.055118,0.608268,0.110236
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 110}",0.818436,0.059265,0.837209,0.061495,0.785385,0.078721,0.617025,0.12293,0.810105,0.061471,0.811297,0.061267,0.622594,0.122534
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 120}",0.818393,0.057138,0.837209,0.061495,0.785231,0.072827,0.617051,0.117946,0.810089,0.058345,0.81122,0.058261,0.62244,0.116521
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 130}",0.816901,0.057212,0.837209,0.057871,0.781385,0.068355,0.612803,0.117937,0.808432,0.058662,0.809297,0.058449,0.618594,0.116897
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 140}",0.819821,0.0572,0.837209,0.057871,0.789385,0.067722,0.619843,0.117629,0.812583,0.05857,0.813297,0.058346,0.626594,0.116691
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 150}",0.818393,0.057548,0.839535,0.060117,0.781385,0.070657,0.615909,0.118445,0.809379,0.059074,0.81046,0.058682,0.620919,0.117363
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 160}",0.822762,0.055163,0.839535,0.060117,0.793385,0.067046,0.626575,0.11195,0.815512,0.056143,0.81646,0.055642,0.632919,0.111283
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 170}",0.818372,0.05496,0.839535,0.060117,0.781385,0.065973,0.616085,0.11204,0.809347,0.055625,0.81046,0.055322,0.620919,0.110644
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 180}",0.815431,0.056166,0.837209,0.061495,0.777385,0.065935,0.609887,0.114365,0.806172,0.056569,0.807297,0.056325,0.614594,0.112651
