params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__n_neighbors': 27, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.793247,0.037423,0.737374,0.054671,0.867378,0.047199,0.600804,0.071567,0.798918,0.037357,0.802376,0.036684,0.604752,0.073369
"{'classifier__n_neighbors': 27, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.7943,0.038616,0.739226,0.056904,0.867378,0.047199,0.602669,0.073511,0.799884,0.038419,0.803302,0.037655,0.606604,0.07531
"{'classifier__n_neighbors': 27, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.806988,0.037248,0.75963,0.05996,0.869817,0.045776,0.625317,0.069741,0.81185,0.036626,0.814723,0.035698,0.629447,0.071396
"{'classifier__n_neighbors': 27, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.806988,0.034144,0.759663,0.056316,0.869817,0.045776,0.625311,0.064464,0.811894,0.033514,0.81474,0.032872,0.62948,0.065743
"{'classifier__n_neighbors': 29, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.794289,0.036012,0.741077,0.054144,0.864939,0.048459,0.602031,0.068886,0.799718,0.035991,0.803008,0.035333,0.606016,0.070667
"{'classifier__n_neighbors': 29, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.794289,0.036012,0.741077,0.054144,0.864939,0.048459,0.602031,0.068886,0.799718,0.035991,0.803008,0.035333,0.606016,0.070667
"{'classifier__n_neighbors': 29, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.80804,0.035036,0.759663,0.056316,0.872256,0.046788,0.627727,0.066434,0.813048,0.034515,0.81596,0.033892,0.631919,0.067783
"{'classifier__n_neighbors': 29, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.810146,0.03284,0.763367,0.053026,0.872256,0.046788,0.631255,0.062789,0.815075,0.032448,0.817812,0.032005,0.635623,0.064009
"{'classifier__n_neighbors': 31, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.792172,0.037199,0.737374,0.054671,0.864939,0.048459,0.598383,0.071267,0.797746,0.037191,0.801156,0.036523,0.602313,0.073046
"{'classifier__n_neighbors': 31, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.794278,0.037874,0.741077,0.056012,0.864939,0.048459,0.602012,0.072344,0.799726,0.037778,0.803008,0.03705,0.606016,0.074101
"{'classifier__n_neighbors': 31, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.806988,0.033156,0.757811,0.050179,0.872317,0.040958,0.625354,0.063198,0.812379,0.032775,0.815064,0.03225,0.630129,0.0645
"{'classifier__n_neighbors': 31, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.809093,0.030537,0.761515,0.045863,0.872317,0.040958,0.628861,0.058985,0.814419,0.03029,0.816916,0.030031,0.633832,0.060063
"{'classifier__n_neighbors': 33, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.795342,0.036309,0.742929,0.051169,0.864939,0.048459,0.603559,0.070453,0.800857,0.036468,0.803934,0.036028,0.607868,0.072056
"{'classifier__n_neighbors': 33, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.797458,0.03553,0.746633,0.048811,0.864939,0.048459,0.607037,0.069462,0.80291,0.035833,0.805786,0.035512,0.611572,0.071024
"{'classifier__n_neighbors': 33, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.805924,0.03879,0.754108,0.056991,0.874695,0.046389,0.62437,0.073427,0.811334,0.038744,0.814401,0.037746,0.628803,0.075492
"{'classifier__n_neighbors': 33, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.806976,0.037003,0.75596,0.053725,0.874695,0.046389,0.626081,0.0707,0.812389,0.036995,0.815327,0.036261,0.630655,0.072522
"{'classifier__n_neighbors': 35, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.793214,0.040737,0.735522,0.058471,0.869817,0.049521,0.601537,0.077308,0.798954,0.040897,0.802669,0.03979,0.605339,0.079579
"{'classifier__n_neighbors': 35, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.794278,0.036382,0.741077,0.052209,0.864939,0.048459,0.601812,0.070061,0.799809,0.036601,0.803008,0.03595,0.606016,0.071901
"{'classifier__n_neighbors': 35, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.805946,0.037235,0.752256,0.05649,0.877195,0.041349,0.625084,0.070031,0.811568,0.036656,0.814726,0.035788,0.629451,0.071576
"{'classifier__n_neighbors': 35, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.808052,0.036837,0.75596,0.054987,0.877195,0.041349,0.628568,0.06954,0.813611,0.036351,0.816577,0.03554,0.633155,0.071079
"{'classifier__n_neighbors': 37, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.794289,0.040632,0.735522,0.057881,0.872317,0.051571,0.604145,0.077802,0.800079,0.040894,0.803919,0.039973,0.607839,0.079946
"{'classifier__n_neighbors': 37, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.793225,0.039,0.737374,0.056522,0.867378,0.048443,0.600797,0.074212,0.798869,0.03915,0.802376,0.038169,0.604752,0.076338
"{'classifier__n_neighbors': 37, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.802777,0.038957,0.7467,0.061107,0.877195,0.041349,0.61995,0.072227,0.808429,0.038278,0.811948,0.03703,0.623895,0.074061
"{'classifier__n_neighbors': 37, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.80383,0.037563,0.748552,0.058894,0.877195,0.041349,0.621677,0.069963,0.809469,0.036912,0.812874,0.03582,0.625747,0.07164
"{'classifier__n_neighbors': 39, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.793225,0.037847,0.73367,0.059729,0.872317,0.049209,0.602676,0.070747,0.798898,0.037978,0.802994,0.036615,0.605987,0.07323
"{'classifier__n_neighbors': 39, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.796394,0.034716,0.739226,0.053165,0.872317,0.049209,0.607763,0.066362,0.802078,0.035009,0.805771,0.034199,0.611543,0.068399
"{'classifier__n_neighbors': 39, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.800683,0.037847,0.744848,0.062093,0.874817,0.04327,0.616025,0.070096,0.806192,0.037054,0.809833,0.035892,0.619666,0.071785
"{'classifier__n_neighbors': 39, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.803841,0.03378,0.750404,0.055924,0.874817,0.04327,0.621227,0.063485,0.809301,0.033061,0.812611,0.032365,0.625221,0.064729
